ID,ชื่อเรียกมติแบบง่ายๆ,เรียงตาม ID ไว้ลิงก์กับชีท [T] PeopleVote,ใส่ 0 เพื่อซ่อน,ชื่อวาระการลงมติ,ประเภทการประชุม,วันที่โหวต (ใส่ให้ถูก Format),ผ่าน/ไม่ผ่าน,คำอธิบายการประชุมลงมติ,ชื่อเอกสาร 1,ลิงค์ไปที่เอกสาร 1,ชื่อเอกสาร 2,ลิงค์ไปที่เอกสาร 2,meeting_id,Reference
115,ร่าง พ.ร.บ.การประกอบธุรกิจข้อมูลเครดิต (วาระ 1),votelog.__115,0,ร่างพระราชบัญญัติการประกอบธุรกิจข้อมูลเครดิต,ประชุมสภาผู้แทนราษฎร,2564-09-08,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211214145042A14.pdf,,,4339,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4339
116,ร่าง พ.ร.บ.พืชกระท่อม (วาระ 3),votelog.__116,1,ร่างพระราชบัญญัติพืชกระท่อม,ประชุมสภาผู้แทนราษฎร,2564-09-08,ผ่าน,หลัง พ.ร.บ.ยาเสพติดให้โทษ (ฉบับที่ 8) ปี 2564 มีผลบังคับใช้ เมื่อวันที่ 24 สิงหาคม 2564 ทำให้พืชกระท่อมถูกถอดออกจากยาเสพติดให้โทษในประเภท 5 โดยให้การเพาะปลูก การบริโภค การจำหน่าย สามารถกระทำได้ไม่ผิดกฎหมาย แต่เพื่อการกำกับดูแลสร้างประโยชน์ทางเศรษฐกิจ และเพื่อไม่ให้มีการบริโภคมากเกินไปอาจจึงจำเป็นต้องมีกฎหมายเฉพาะอย่างร่างพระราชบัญญัติพืชกระท่อม (ร่างพ.ร.บ.พืชกระท่อม) ขึ้นมา,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211214142846A3.pdf,-,-,4339,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4339
117,ร่าง พ.ร.บ.แก้ไขเพิ่มเติมคำสั่ง คสช. ที่ 19/2560 เรื่อง การปฏิรูปการศึกษา (วาระ 1),votelog.__117,0,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 19/2560 เรื่อง การปฏิรูปการศึกษาในภูมิภาคของกระทรวงศึกษาธิการ ลงวันที่ 3 เมษายน พุทธศักราช 2560,ประชุมสภาผู้แทนราษฎร,2564-09-15,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20210915170256A5.pdf,,,4342,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4342
118,ร่าง พ.ร.บ. ป้องกันและปราบปรามการทรมานและบุคคลสูญหาย (วาระ 1),votelog.__118,0,ร่างพระราชบัญญัติป้องกันและปราบปรามการทรมานและการกระทำให้บุคคลสูญหาย,ประชุมสภาผู้แทนราษฎร,2564-09-16,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20210916184433A2.pdf,,,4343,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4343
119,ร่าง พ.ร.บ. ส่งเสริมการใช้ประโยชน์ผลงานวิจัยและนวัตกรรม (วาระ 3),votelog.__119,0,ร่างพระราชบัญญัติส่งเสริมการใช้ประโยชน์ผลงานวิจัยและนวัตกรรม,ประชุมร่วมกันของรัฐสภา,2564-09-17,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20210917114544A20.pdf,,,4344,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4344
120,ร่าง พ.ร.บ.ลิขสิทธิ์ (วาระ 3),votelog.__120,0,ร่างพระราชบัญญัติลิขสิทธิ์,ประชุมสภาผู้แทนราษฎร,2564-11-03,ผ่าน,เพราะประเทศไทยจะเข้าเป็นภาคีสนธิสัญญาว่าด้วยลิขสิทธิ์ขององค์การทรัพย์สินทางปัญญาโลก เพื่อเพิ่มประสิทธิภาพในการคุ้มครองงานที่มีลิขสิทธิ์ให้ทันต่อการเปลี่ยนแปลงทางเทคโนโลยีและปรับปรุงบทบัญญัติเกี่ยวกับการคุ้มครองมาตรการทางเทคโนโลยี เพื่อให้เป็นตามสนธิสัญญา,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211103140646A12.pdf,-,-,4345,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4345
121,ร่าง พ.ร.บ. การศึกษาแห่งชาติ (วาระ 1),votelog.__121,1,ร่างพระราชบัญญัติการศึกษาแห่งชาติ,ประชุมร่วมกันของรัฐสภา,2564-11-09,ผ่าน,เป็นการปรับปรุงกฎหมายว่าด้วยการศึกษาแห่งชาติ เพื่อเป็นกฎหมายแม่บทในการบริหารและการจัดการศึกษาให้สอดคล้องกับบทบัญญัติของรัฐธรรมนูญและการปฏิรูปประเทศ อย่างไรก็ตาม ร่าง พ.ร.บ. ฉบับนี้เกิดขึ้นจากในสมัย คสช. จึงมีข้อวิจารณ์ว่าร่าง พ.ร.บ. ฉบับดังกล่าว เป็นไปเพื่อรัฐชาตินิยม เป็นไปเพื่อการปกครองให้เชื่อ ให้เชื่อง มากกว่าที่จะให้ริเริ่มสร้างสรรค์,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211109161620A2.pdf,-,-,4348,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4348
122,ร่าง พ.ร.บ. ส่งเสริมการเรียนรู้ (วาระ 1),votelog.__122,0,ร่างพระราชบัญญัติส่งเสริมการเรียนรู้,ประชุมร่วมกันของรัฐสภา,2564-11-09,ผ่าน,เป็นการปรับปรุงกฎหมายว่าด้วยการศึกษาแห่งชาติ เพื่อเป็นกฎหมายแม่บทในการบริหารและการจัดการศึกษาให้สอดคล้องกับบทบัญญัติของรัฐธรรมนูญและการปฏิรูปประเทศ อย่างไรก็ตาม ร่าง พ.ร.บ. ฉบับนี้เกิดขึ้นจากในสมัย คสช. จึงมีข้อวิจารณ์ว่าร่าง พ.ร.บ. ฉบับดังกล่าว เป็นไปเพื่อรัฐชาตินิยม เป็นไปเพื่อการปกครองให้เชื่อ ให้เชื่อง มากกว่าที่จะให้ริเริ่มสร้างสรรค์,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211109161316A5.pdf,-,-,4348,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4348
123,ร่าง พ.ร.บ. คุ้มครองพยานในคดีอาญา (วาระ 3),votelog.__123,1,ร่างพระราชบัญญัติคุ้มครองพยานในคดีอาญา,ประชุมสภาผู้แทนราษฎร,2564-11-10,ผ่าน,เพราะการคุ้มครองพยานในคดีอาญา เป็นกระบวนการที่สนับสนุนงานยุติธรรม โดนพยานบุคคลมีความสำคัญต่อการหาคนผิดมาลงโทษ เพื่อให้ศาลได้ใช้ดุลยพินิจในการพิจารณาคดีได้อย่างถูกต้องและเป็นธรรม โดยรัฐธรรมนูญแห่งราชอาณาจักรไทยได้บัญญัติรับรองสิทธิบุคคลซึ่งเป็นพยานในคดีอาญาให้มีสิทธิได้รับความคุ้มครองความปลอดภัย การปฏิบัติที่เหมาะสม และค่าตอบแทนที่จำเป็นตามสมควรจากรัฐ,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211110122437A6.pdf,-,-,4349,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4349
124,ร่าง พ.ร.บ.จัดตั้งศาลทรัพย์สินทางปัญญาและการค้าระหว่างประเทศ (วาระ 1),votelog.__124,0,ร่างพระราชบัญญัติจัดตั้งศาลทรัพย์สินทางปัญญาและการค้าระหว่างประเทศและวิธีพิจารณาคดีทรัพย์สินทางปัญญาและการค้าระหว่างประเทศ,ประชุมสภาผู้แทนราษฎร,2564-11-10,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211110162647A27.pdf,,,4349,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4349
125,ร่าง พ.ร.บ.จัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน (วาระ 1),votelog.__125,0,ร่างพระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน,ประชุมสภาผู้แทนราษฎร,2564-11-10,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211110162647A24.pdf,,,4349,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4349
126,ร่าง พ.ร.บ.ยกเลิกกฎหมายบางฉบับที่หมดความจำเป็นหรือซ้ำซ้อนกับกฎหมายอื่น (วาระ 1),votelog.__126,0,ร่างพระราชบัญญัติยกเลิกกฎหมายบางฉบับที่หมดความจำเป็นหรือซ้ำซ้อนกับกฎหมายอื่น,ประชุมสภาผู้แทนราษฎร,2564-11-10,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211110174428A30.pdf,,,4349,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4349
127,ร่าง พ.ร.บ.ระเบียบข้าราชการฝ่ายตุลาการศาลยุติธรรม (วาระ 1),votelog.__127,0,ร่างพระราชบัญญัติระเบียบข้าราชการฝ่ายตุลาการศาลยุติธรรม,ประชุมสภาผู้แทนราษฎร,2564-11-10,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211110154758A18.pdf,,,4349,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4349
128,ร่าง พ.ร.บ.ศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว (วาระ 1),votelog.__128,0,ร่างพระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว,ประชุมสภาผู้แทนราษฎร,2564-11-10,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211110162647A21.pdf,,,4349,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4349
129,ร่าง พ.ร.บ. ฟอกเงิน (วาระ 1),votelog.__129,1,ร่างพระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน,ประชุมสภาผู้แทนราษฎร,2564-11-17,ผ่าน,โดยที่มาตรการซึ่งใช้เพื่อประโยชน์ในการดำเนินการกับทรัพย์สินที่เกี่ยวกับการกระทำความผิดมูลฐานให้ตกเป็นของแผ่นดินตามกฎหมายว่าด้วยการป้องกันและปราบปรามการฟอกเงินนั้น เป็นมาตรการที่เกี่ยวกับการตรวจสอบธุรกรรมและการตรวจสอบทรัพย์สินของผู้เกี่ยวข้องหรือเคยเกี่ยวข้อง กับผู้กระทำความผิดมูลฐานที่มีผลกระทบต่อสิทธิและเสรีภาพของบุคคลกว้างขวางกว่ามาตรการทางอาญาโดยทั่วไป การที่สำนักงานป้องกันและปราบปรามการฟอกเงินยังมีฐานะเป็นส่วนราชการขึ้นตรงและอยู่ ในบังคับบัญชาของรัฐมนตรีว่าการกระทรวงยุติธรรม จึงทำให้ประชาชนบางส่วนยังขาดความเชื่อมั่นใน ความเป็นอิสระและเป็นกลางในการบังคับใช้กฎหมาย,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211117151614A2.pdf,-,-,4353,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4353
130,แก้ไขรัฐธรรมนูญ (ฉบับประชาชน - Resolution),votelog.__130,0,ร่างรัฐธรรมนูญแห่งราชอาณาจักรไทย แก้ไขเพิ่มเติม (ฉบับที่ ..) พุทธศักราช .... (ยกเลิกมาตรา 65 แก้ไขเพิ่มเติมหมวด 7 มาตรา 159 วรรคแรก เพิ่มมาตรา 193/1 มาตรา 193/2 แก้ไขเพิ่มเติมหมวด 11 หมวด 12 มาตรา 256 หมวด 16 ยกเลิกมาตรา 269 มาตรา 270 มาตรา 271 มาตรา 272 และมาตรา 279),ประชุมร่วมกันของรัฐสภา,2564-11-17,ไม่ผ่าน,"เป็นการรวมตัวกันของ 4 องค์กร โครงการอินเทอร์เน็ตเพื่อกฎหมายประชาชน (ไอลอว์), กลุ่มรัฐธรรมนูญก้าวหน้า, คณะก้าวหน้าและพรรคก้าวไกล เพื่อเสนอร่างแก้ไขรัฐธรรมนูญรายมาตราและล่ารายชื่อประชาชนให้ได้อย่างน้อย 50,000 รายชื่อ เพื่อเสนอร่าง โดยมุ่งเน้นล้ม ส.ว. โละ ศาลรัฐธรรมนูญ องค์กรอิสระ พร้อมปฏิรูปที่มา และเลิกยุทธศาสตร์ชาติ สุดท้ายล้างมรดกรัฐประหาร",ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211117132303A2.pdf,-,-,4352,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4352
131,ร่าง พ.ร.บ.เครื่องสำอาง (วาระ 1),votelog.__131,0,ร่างพระราชบัญญัติเครื่องสำอาง,ประชุมสภาผู้แทนราษฎร,2564-11-24,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211125135527A7.pdf,,,4356,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4356
132,ร่าง พ.ร.บ.บริษัทมหาชนจำกัด (วาระ 1),votelog.__132,0,ร่างพระราชบัญญัติบริษัทมหาชนจำกัด,ประชุมสภาผู้แทนราษฎร,2564-11-24,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211125135527A13.pdf,,,4356,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4356
133,ร่าง พ.ร.บ. อาหาร (วาระ 1),votelog.__133,0,ร่างพระราชบัญญัติอาหาร,ประชุมสภาผู้แทนราษฎร,2564-11-24,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211125135527A10.pdf,,,4356,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4356
134,ร่าง พ.ร.บ.การเดินเรือในน่านน้ำไทย (วาระ 1),votelog.__134,0,ร่างพระราชบัญญัติการเดินเรือในน่านน้ำไทย,ประชุมสภาผู้แทนราษฎร,2564-12-08,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211208144649A2.pdf,,,4361,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4361
135,ร่าง พ.ร.บ. วิธีการงบประมาณ (วาระ 1),votelog.__135,0,ร่างพระราชบัญญัติวิธีการงบประมาณ,ประชุมสภาผู้แทนราษฎร,2564-12-08,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211208161741A2.pdf,,,4361,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4361
136,ร่าง พ.ร.บ. สหกรณ์ (วาระ 1),votelog.__136,0,ร่างพระราชบัญญัติสหกรณ์,ประชุมสภาผู้แทนราษฎร,2564-12-08,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211208144758A2.pdf,,,4361,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4361
137,ร่าง พ.ร.บ. ปลดอาวุธ คสช. (ฉบับประชาชน),votelog.__137,1,ร่างพระราชบัญญัติยกเลิกประกาศและคำสั่งคณะรักษาความสงบแห่งชาติและคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ขัดต่อหลักสิทธิมนุษยชนและประชาธิปไตย,ประชุมสภาผู้แทนราษฎร,2564-12-15,ไม่ผ่าน,หลังจากการรัฐประหาร 22 พฤษภาคม พ.ศ. 2557 คสช. โดยพลเอกประยุทธ์ ได้อ้างใช้อำนาจพิเศษจากมาตรา 44 แม้จะหมดสถานะคำสั่ง ประกาศต่างๆยังได้รับรองโดยมาตรา 279 ของรัฐธรรมนูญปี พ.ศ. 2560 ให้มีผลบังคับใช้ต่อไป จนกว่าจะมีการยกเลิกหรือแก้ไข และหลายฉบับมีเนื้อหาจำกัดสิทธิประชาชน กระทบสิทธิในกระบวนการยุติธรรม จำกัดเสรีภาพสื่อมวลชน ละเมิดสิทธิชุมชนและสิ่งแวดล้อม,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211215151011A2.pdf,-,-,4363,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4363
138,ร่าง พ.ร.บ. ปลดอาวุธ คสช.,votelog.__138,1,ร่างพระราชบัญญัติยกเลิกประกาศคณะรักษาความสงบแห่งชาติและคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ,ประชุมสภาผู้แทนราษฎร,2564-12-15,ไม่ผ่าน,คล้ายกับร่างของประชาชน โดยส.ส. พรรคอนาคตใหม่เสนอ โดยมองว่าหลังจากการรัฐประหาร 22 พฤษภาคม พ.ศ. 2557 คสช. โดยพลเอกประยุทธ์ ได้อ้างใช้อำนาจพิเศษจากมาตรา 44 แม้จะหมดสถานะคำสั่ง ประกาศต่างๆยังได้รับรองโดยมาตรา 279 ของรัฐธรรมนูญปี พ.ศ. 2560 ให้มีผลบังคับใช้ต่อไป จนกว่าจะมีการยกเลิกหรือแก้ไข และหลายฉบับมีเนื้อหาจำกัดสิทธิประชาชน,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211215151011A5.pdf,-,-,4363,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4363
139,ร่าง พ.ร.บ. ปฏิบัติราชการทางอิเล็กทรอนิกส์ (วาระ 1),votelog.__139,0,ร่างพระราชบัญญัติการปฏิบัติราชการทางอิเล็กทรอนิกส์,ประชุมร่วมกันของรัฐสภา,2564-12-21,ผ่าน,พ.ร.บ. การปฏิบัติราชการทางอิเล็กทรอนิกส์ คือ กฎหมายกลางในการปฏิบัติราชการทางอิเล็กทรอนิกส์ เพื่อต้องการส่งเสริมให้รูปแบบการทำงานและการให้บริการของภาครัฐปรับเปลี่ยนไปสู่ระบบดิจิทัล โดยสอดคล้องกับการพัฒนาทางเทคโนโลยีในปัจจุบัน เป็นการอำนวยความสะดวกและลดภาระค่าใช้จ่ายของประชาชนในการติดต่อราชการ การขออนุมัติ การอนุญาต ขึ้นทะเบียน จดทะเบียน การแจ้งเพื่อประกอบกิจการของประชาชน การรับเงิน และการออกใบเสร็จรับเงินของหน่วยงาน รวมทั้งลดต้นทุนและเพิ่มประสิทธิภาพแก่การปฏิบัติราชการของภาครัฐในการปฏิบัติหน้าที่ได้อย่างคล่องตัว รวดเร็ว และลดปัญหาการทุจริต ,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211221171357A11.pdf,,,4367,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4367
140,ร่าง พ.ร.บ.กองทุนบำเหน็จบำนาญข้าราชการ (วาระ 1),votelog.__140,0,ร่างพระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222151600A33.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
141,ร่าง พ.ร.บ.แก้ไขเพิ่มเติมพ.ร.ก.ให้อำนาจกระทรวงการคลังกู้เงินช่วยโควิด-19 (วาระ 1),votelog.__141,0,ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดให้อำนาจกระทรวงการคลังกู้เงินเพื่อแก้ไขปัญหา เยียวยา และฟื้นฟูเศรษฐกิจและสังคม ที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 พ.ศ. 2563,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222180529A39.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
142,ร่าง พ.ร.บ.เครื่องราชอิสริยาภรณ์จุลจอมเกล้า (วาระ 1),votelog.__142,0,ร่างพระราชบัญญัติเครื่องราชอิสริยาภรณ์จุลจอมเกล้า,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222142453A28.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
143,ร่าง พ.ร.บ.เครื่องราชอิสริยาภรณ์จุลจอมเกล้า (วาระ 3),votelog.__143,0,ร่างพระราชบัญญัติเครื่องราชอิสริยาภรณ์จุลจอมเกล้า,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222142453A30.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
144,ร่าง พ.ร.บ.จัดตั้งศาลทรัพย์สินทางปัญญาและการค้าระหว่างประเทศ (วาระ 3),votelog.__144,0,ร่างพระราชบัญญัติจัดตั้งศาลทรัพย์สินทางปัญญาและการค้าระหว่างประเทศและวิธีพิจารณาคดีทรัพย์สินทางปัญญาและการค้าระหว่างประเทศ,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222142453A23.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
145,ร่าง พ.ร.บ.จัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน (วาระ 3),votelog.__145,0,ร่างพระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222123059A16.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
146,(ถอน) ร่าง พ.ร.บ. ยาเสพติดให้โทษ,votelog.__146,0,ร่างพระราชบัญญัติยาเสพติดให้โทษ,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222180529A42.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
147,ร่าง พ.ร.บ.ระเบียบข้าราชการฝ่ายตุลาการศาลยุติธรรม (วาระ 3),votelog.__147,0,ร่างพระราชบัญญัติระเบียบข้าราชการฝ่ายตุลาการศาลยุติธรรม,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222121612A2.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
148,ร่าง พ.ร.บ.ศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว (วาระ 3),votelog.__148,0,ร่างพระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว,ประชุมสภาผู้แทนราษฎร,2564-12-22,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20211222121612A9.pdf,,,4369,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4369
149,ร่าง พ.ร.บ. ควบคุมยุทธภัณฑ์ (วาระ 3),votelog.__149,0,ร่างพระราชบัญญัติควบคุมยุทธภัณฑ์,ประชุมสภาผู้แทนราษฎร,2565-01-19,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220119122646A9.pdf,,,4371,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4371
150,ร่าง พ.ร.บ.ยกเลิกกฎหมายบางฉบับที่หมดความจำเป็นหรือซ้ำซ้อนกับกฎหมายอื่น (วาระ 3),votelog.__150,0,ร่างพระราชบัญญัติยกเลิกกฎหมายบางฉบับที่หมดความจำเป็นหรือซ้ำซ้อนกับกฎหมายอื่น,ประชุมสภาผู้แทนราษฎร,2565-01-19,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220119115555A4.pdf,,,4371,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4371
151,อนุมัติ พ.ร.ก. แก้ไขเพิ่มเติมพระราชบัญญัติควบคุมการใช้สารต้องห้ามทางการกีฬา,votelog.__151,0,พระราชกำหนดแก้ไขเพิ่มเติมพระราชบัญญัติควบคุมการใช้สารต้องห้ามทางการกีฬา พ.ศ. 2555 พ.ศ. 2565,ประชุมสภาผู้แทนราษฎร,2565-01-19,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220119181719A0.pdf,,,4371,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4371
152,อนุมัติ พ.ร.ก. พิกัดอัตราศุลกากร,votelog.__152,0,พระราชกำหนดพิกัดอัตราศุลกากร,ประชุมสภาผู้แทนราษฎร,2565-01-19,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220119145547A14.pdf,,,4371,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4371
153,ร่าง พ.ร.บ.การประกอบธุรกิจข้อมูลเครดิต (วาระ 3),votelog.__153,0,ร่างพระราชบัญญัติการประกอบธุรกิจข้อมูลเครดิต,ประชุมสภาผู้แทนราษฎร,2565-01-26,,,ใบประมวลผลการลงมติ,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/download/vote_detail/20220126142534A9.pdf,,,4374,https://msbis.parliament.go.th/ewtadmin/ewt/parliament_report/main_warehouse.php?m_id=4374
